AgentId,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q08,Q09,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30
MINNG0310,26-35,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Positive,Yes,Very important,A lot,In favour,Always,Yes,Community opinion,Partially compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Local festivities,Traditional music,Frequently
MINNG0311,18-25,Male,11-20,Yes,Moderately,Worsened,Significant,Always,None,Positive,Yes,Very important,A lot,In favour,Always,Yes,Environmental impact,Partially compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Local festivities,Traditional music,Frequently
MINNG0312,18-25,Male,11-20,Yes,Moderately,Worsened,Significant,Always,None,Positive,Yes,Very important,A lot,In favour,Always,Yes,Community opinion,Partially compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Local festivities,Traditional music,Frequently
MINNG0313,18-25,Male,11-20,Yes,Moderately,Worsened,Significant,Always,None,Positive,Yes,Very important,A lot,In favour,Always,Yes,Environmental impact,Partially compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Local festivities,Traditional music,Frequently
MINNG0314,18-25,Male,11-20,Yes,Moderately,Worsened,Significant,Always,None,Positive,Yes,Very important,A lot,In favour,Always,Yes,Community opinion,Partially compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Local festivities,Traditional music,Frequently
MINNG0315,18-25,Male,11-20,Yes,Moderately,Worsened,Significant,Always,None,Positive,Yes,Very important,A lot,In favour,Always,Yes,Environmental impact,Partially compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Local festivities,Traditional music,Frequently
MINNG0316,18-25,Male,11-20,Yes,Moderately,Worsened,Significant,Always,None,Positive,Yes,Very important,A lot,In favour,Always,Yes,Community opinion,Partially compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Local festivities,Traditional music,Frequently
MINNG0317,26-35,Male,11-20,Yes,Moderately,Worsened,Significant,Always,None,Positive,Yes,Very important,A lot,In favour,Always,Yes,Environmental impact,A little compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Local festivities,Traditional music,Frequently
MINNG0318,26-35,Male,11-20,Yes,Moderately,Worsened,Significant,Always,None,Positive,Yes,Very important,A lot,In favour,Always,Yes,Community opinion,A little compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0319,26-35,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Positive,Yes,Very important,A lot,In favour,Always,Yes,Environmental impact,A little compatible,Yes,Yes,Yes,Football,National team,Sometimes,Neighbours,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0320,26-35,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Positive,Yes,Very important,A lot,In favour,Always,Yes,Community opinion,A little compatible,Yes,Yes,Yes,Football,National team,Sometimes,Neighbours,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0321,26-35,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Negative,Yes,Very important,A lot,In favour,Always,Yes,Community opinion,A little compatible,Yes,Yes,Yes,Football,National team,Sometimes,Neighbours,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0322,26-35,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Negative,Yes,Very important,A lot,In favour,Always,Yes,Community opinion,A little compatible,Yes,Yes,Yes,Football,National team,Sometimes,Neighbours,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0323,26-35,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Negative,Yes,Very important,A lot,In favour,Always,Yes,Community opinion,Partially compatible,Yes,Yes,Yes,Football,National team,Sometimes,Family,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0324,26-35,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Negative,Yes,Very important,A lot,In favour,Always,Yes,Community opinion,Partially compatible,Yes,Yes,Yes,Football,National team,Sometimes,Family,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0325,26-35,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Negative,Yes,Very important,A lot,In favour,Always,Yes,Community opinion,Partially compatible,Yes,Yes,Yes,Football,National team,Sometimes,Family,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0326,26-35,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Negative,Yes,Very important,A lot,In favour,Always,Yes,Community opinion,Partially compatible,Yes,Yes,Yes,Football,National team,Sometimes,Family,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0327,26-35,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Negative,Yes,Very important,A lot,In favour,Always,Yes,Community opinion,Partially compatible,Yes,Yes,Yes,Football,National team,Sometimes,Family,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0328,26-35,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Negative,Yes,Very important,A lot,In favour,Always,Yes,Community opinion,Partially compatible,Yes,Yes,Yes,Football,National team,Rarely,Friends,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0329,26-35,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Negative,Yes,Very important,A lot,In favour,Always,Yes,Community opinion,Partially compatible,Yes,Yes,Yes,Football,National team,Rarely,Friends,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0330,26-35,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Negative,Yes,Very important,A lot,In favour,Always,Yes,Community opinion,Partially compatible,Yes,Yes,Yes,Football,National team,Rarely,Friends,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0331,26-35,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Positive,Yes,Very important,A lot,In favour,Always,Yes,Community opinion,Partially compatible,Yes,Yes,Yes,Football,National team,Rarely,Neighbours,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0332,26-35,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Very positive,Yes,Very important,A lot,In favour,Always,Yes,Community opinion,A little compatible,Yes,Yes,Yes,Football,National team,Rarely,Neighbours,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0333,26-35,Male,11-20,Yes,Moderately,Worsened,Significant,Always,None,Very positive,Yes,Very important,A lot,In favour,Always,Yes,Community opinion,A little compatible,Yes,Yes,Yes,Football,National team,Rarely,Neighbours,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0334,26-35,Male,11-20,Yes,Moderately,Worsened,Significant,Always,None,Very positive,Yes,Very important,A lot,In favour,Always,Yes,Community opinion,A little compatible,Yes,Yes,Yes,Football,National team,Rarely,Neighbours,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0335,26-35,Male,11-20,Yes,Moderately,Worsened,Significant,Always,None,Very positive,Yes,Very important,A lot,In favour,Always,Yes,Community opinion,A little compatible,Yes,Yes,Yes,Football,National team,Rarely,Neighbours,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0336,26-35,Male,11-20,Yes,Moderately,Worsened,Significant,Always,None,Very positive,Yes,Very important,A lot,In favour,Always,Yes,Community opinion,A little compatible,Yes,Yes,Yes,Football,National team,Rarely,Friends,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0337,26-35,Male,11-20,Yes,Moderately,Worsened,Significant,Always,None,Very positive,Yes,Very important,A lot,In favour,Always,Yes,Community opinion,Partially compatible,Yes,Yes,Yes,Football,National team,Rarely,Friends,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0338,26-35,Male,11-20,Yes,Moderately,Worsened,Significant,Always,None,Very positive,Yes,Very important,A lot,In favour,Always,Yes,Community opinion,Partially compatible,Yes,Yes,Yes,Football,National team,Rarely,Friends,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0339,26-35,Male,11-20,Yes,Moderately,Worsened,Significant,Always,None,Very positive,Yes,Very important,A lot,In favour,Always,Yes,Community opinion,Partially compatible,Yes,Yes,Yes,Football,National team,Rarely,Family,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0340,26-35,Male,11-20,Yes,Moderately,Worsened,Significant,Always,None,Very positive,Yes,Very important,A lot,In favour,Always,Yes,Community opinion,Partially compatible,Yes,Yes,Yes,Football,National team,Rarely,Family,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0341,26-35,Male,11-20,Yes,Moderately,Worsened,Significant,Always,None,Very positive,Yes,Very important,A lot,In favour,Always,Yes,Community opinion,Partially compatible,Yes,Yes,Yes,Football,National team,Sometimes,Family,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0342,26-35,Male,11-20,Yes,Moderately,Worsened,Significant,Always,None,Very positive,Yes,Very important,A lot,In favour,Always,Yes,Community opinion,Partially compatible,Yes,Yes,Yes,Football,National team,Sometimes,Family,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0343,18-25,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Very positive,Yes,Very important,A lot,In favour,Always,Yes,Community opinion,Incompatible,Yes,Yes,Yes,Football,National team,Sometimes,Family,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0344,18-25,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Very positive,Yes,Very important,A lot,In favour,Always,Yes,Community opinion,Incompatible,Yes,Yes,Yes,Football,National team,Sometimes,Family,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0345,18-25,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Very positive,Yes,Very important,A lot,In favour,Always,Yes,Community opinion,Incompatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0346,18-25,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Very positive,Yes,Very important,A lot,In favour,Always,Yes,Community opinion,Incompatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0347,18-25,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Positive,Yes,Very important,A lot,In favour,Always,Yes,Community opinion,Incompatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0348,18-25,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Negative,Yes,Very important,A lot,In favour,Always,Yes,Community opinion,Incompatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0349,18-25,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Very negative,Yes,Very important,A lot,In favour,Always,Yes,Community opinion,Incompatible,Yes,Yes,Yes,Football,National team,Sometimes,Neighbours,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0350,18-25,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Very negative,Yes,Very important,A lot,In favour,Always,Yes,Community opinion,Incompatible,Yes,Yes,No,Football,National team,Sometimes,Neighbours,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0351,18-25,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Very negative,Yes,Very important,A lot,In favour,Always,Yes,Community opinion,Incompatible,Yes,Yes,No,Football,National team,Sometimes,Neighbours,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0352,18-25,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Very negative,Yes,Very important,A lot,In favour,Always,Yes,Community opinion,Incompatible,Yes,Yes,No,Football,National team,Sometimes,Neighbours,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0353,18-25,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Very negative,Yes,Very important,A lot,In favour,Always,Yes,Community opinion,Incompatible,Yes,Yes,No,Football,National team,Sometimes,Neighbours,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0354,18-25,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Very negative,Yes,Very important,A lot,In favour,Always,Yes,Environmental impact,Incompatible,Yes,Yes,No,Football,National team,Sometimes,Neighbours,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0355,18-25,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Very negative,Yes,Very important,A lot,In favour,Always,Yes,Environmental impact,Incompatible,Yes,Yes,No,Football,National team,Sometimes,Friends,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0356,18-25,Male,20+,Yes,Moderately,Worsened,Significant,Always,A few,Very negative,Yes,Very important,A lot,In favour,Always,Yes,Environmental impact,Incompatible,Yes,Yes,No,Football,National team,Sometimes,Friends,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0357,18-25,Male,20+,Yes,Moderately,Worsened,Significant,Always,A few,Very negative,Yes,Very important,A lot,In favour,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Friends,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0358,18-25,Male,11-20,Yes,Moderately,Worsened,Significant,Always,A few,Very negative,Yes,Very important,A lot,In favour,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Family,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0359,18-25,Male,11-20,Yes,Moderately,Worsened,Significant,Always,A few,Very negative,Yes,Very important,A lot,In favour,Always,Yes,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Family,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0360,18-25,Male,11-20,Yes,Moderately,Worsened,Significant,Always,A few,Very negative,Yes,Very important,A lot,In favour,Always,No,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Family,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0361,18-25,Male,11-20,Yes,A lot,Worsened,Significant,Always,A few,Very negative,Yes,Very important,A lot,In favour,Always,Depends,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Family,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0362,18-25,Male,11-20,Yes,A lot,Worsened,Significant,Always,A few,Very negative,Yes,Very important,A lot,In favour,Always,Depends,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Family,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0363,18-25,Male,11-20,Yes,A lot,Worsened,Significant,Always,A few,Very negative,Yes,Very important,A lot,In favour,Always,No,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Friends,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0364,18-25,Male,11-20,Yes,A lot,Worsened,Significant,Always,A few,Negative,Yes,Very important,A lot,In favour,Always,No,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Neighbours,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0365,18-25,Male,11-20,Yes,A lot,Worsened,Significant,Always,A few,Negative,Yes,Very important,A lot,In favour,Always,No,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Neighbours,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0366,18-25,Male,11-20,Yes,A lot,Worsened,Significant,Always,A few,Negative,Yes,Very important,A lot,In favour,Always,No,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Neighbours,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0367,18-25,Male,11-20,Yes,Moderately,Worsened,Significant,Always,A few,Negative,Yes,Very important,A lot,In favour,Always,No,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Neighbours,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0368,18-25,Male,11-20,Yes,Moderately,Worsened,Significant,Always,A few,Negative,Yes,Very important,A lot,In favour,Always,Depends,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Neighbours,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0369,18-25,Male,11-20,Yes,Moderately,Worsened,Significant,Always,A few,Negative,Yes,Very important,A lot,In favour,Always,Depends,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Friends,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0370,18-25,Male,11-20,Yes,Moderately,Worsened,Significant,Always,A few,Negative,Yes,Very important,A lot,In favour,Always,No,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Family,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0371,18-25,Male,11-20,Yes,Moderately,Worsened,Significant,Always,A few,Negative,Yes,Very important,A lot,Unsure,Always,Depends,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Friends,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0372,18-25,Male,11-20,Yes,Moderately,Worsened,Significant,Always,A few,Negative,Yes,Very important,A lot,Unsure,Always,Depends,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Neighbours,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0373,18-25,Male,11-20,Yes,Moderately,Worsened,Significant,Always,A few,Negative,Yes,Very important,A lot,Against,Always,Depends,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Family,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0374,18-25,Male,11-20,Yes,Moderately,Worsened,Significant,Always,A few,Negative,Yes,Very important,A lot,In favour,Always,Depends,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Friends,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0375,18-25,Male,11-20,Yes,Moderately,Worsened,Significant,Always,A few,Negative,Yes,Very important,A lot,Against,Always,Depends,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Family,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0376,18-25,Male,11-20,Yes,Moderately,Worsened,Significant,Always,A few,Negative,Yes,Very important,A lot,In favour,Always,Depends,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Family,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0377,18-25,Male,11-20,Yes,Moderately,Worsened,Significant,Always,A few,Negative,Yes,Very important,A lot,Against,Always,Depends,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Family,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0378,18-25,Male,11-20,Yes,Moderately,Worsened,Significant,Always,A few,Negative,Yes,Very important,A lot,In favour,Always,Depends,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Family,A lot,Yes,Sports events,Traditional music,Never
MINNG0379,18-25,Male,11-20,Yes,Moderately,Worsened,Significant,Always,A few,Very negative,Yes,Very important,A lot,Against,Always,Depends,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Family,A lot,Yes,Sports events,Traditional music,Occasionally
MINNG0380,18-25,Male,11-20,Yes,Moderately,Worsened,Significant,Always,A few,Very negative,Yes,Very important,A lot,Against,Always,Depends,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Friends,A lot,Yes,Sports events,Traditional music,Occasionally
MINNG0381,18-25,Male,20+,Yes,A lot,Worsened,Significant,Always,A few,Very negative,Yes,Very important,A lot,Against,Always,Depends,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Friends,A lot,Yes,Sports events,Traditional music,Occasionally
MINNG0382,18-25,Male,20+,Yes,A lot,Worsened,Significant,Always,A few,Very negative,Yes,Very important,A lot,Against,Always,Depends,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Neighbours,A lot,Yes,Sports events,Traditional music,Occasionally
MINNG0383,18-25,Male,20+,Yes,A lot,Worsened,Significant,Always,A few,Very negative,Yes,Very important,A lot,Against,Always,Depends,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Neighbours,A lot,Yes,Sports events,Traditional music,Occasionally
MINNG0384,18-25,Male,20+,Yes,A lot,Worsened,Significant,Always,A few,Very negative,Yes,Very important,A lot,Against,Always,Depends,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Neighbours,A lot,Yes,Sports events,Traditional music,Occasionally
MINNG0385,18-25,Male,20+,Yes,A lot,Worsened,Significant,Always,A few,Very negative,Yes,Very important,A lot,Against,Always,Depends,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Neighbours,A lot,Yes,Sports events,Traditional music,Occasionally
MINNG0386,26-35,Male,20+,Yes,A lot,Worsened,Significant,Always,A few,Very negative,Yes,Very important,A lot,Against,Rarely,Depends,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Neighbours,A lot,Yes,Sports events,Traditional music,Occasionally
MINNG0387,26-35,Male,20+,Yes,A lot,Worsened,Significant,Always,A few,Very negative,Yes,Very important,A lot,Against,Rarely,Depends,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Neighbours,A lot,Yes,Sports events,Traditional music,Occasionally
MINNG0388,26-35,Male,20+,Yes,A lot,Worsened,Significant,Always,A few,Very negative,Yes,Very important,A lot,Against,Rarely,Depends,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Friends,A lot,Yes,Sports events,Traditional music,Occasionally
MINNG0389,26-35,Male,20+,Yes,A lot,Worsened,Significant,Always,A few,Very negative,Yes,Very important,A lot,Against,Rarely,Depends,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Friends,A lot,Yes,Sports events,Traditional music,Occasionally
MINNG0390,26-35,Male,20+,Yes,A lot,Worsened,Significant,Always,A few,Very negative,Yes,Very important,A lot,Against,Rarely,Depends,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Friends,A lot,Yes,Sports events,Traditional music,Occasionally
MINNG0391,26-35,Male,20+,Yes,A lot,Worsened,Significant,Always,A few,Very negative,Yes,Very important,A lot,Against,Rarely,Depends,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Family,A lot,Yes,Sports events,Traditional music,Occasionally
MINNG0392,26-35,Male,20+,Yes,A lot,Worsened,Significant,Always,A few,Very negative,Yes,Very important,A lot,Against,Rarely,Depends,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Family,A lot,Yes,Sports events,Traditional music,Occasionally
MINNG0393,26-35,Male,20+,Yes,A lot,Worsened,Significant,Always,A few,Very negative,Yes,Very important,A lot,Against,Rarely,Depends,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Family,A lot,Yes,Sports events,Traditional music,Occasionally
MINNG0394,26-35,Male,20+,Yes,A lot,Worsened,Significant,Always,A few,Very negative,Yes,Very important,A lot,Against,Rarely,No,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Family,A lot,Yes,Sports events,Traditional music,Occasionally
MINNG0395,26-35,Male,11-20,Yes,A lot,Worsened,Significant,Always,A few,Very negative,Yes,Very important,A lot,Against,Rarely,No,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Family,A lot,Yes,Sports events,Traditional music,Occasionally
MINNG0396,26-35,Male,11-20,Yes,A lot,Worsened,Significant,Always,A few,Very negative,Yes,Very important,A lot,Against,Rarely,No,Personal experience,Totally compatible,Yes,Yes,No,Football,National team,Always,Family,A lot,Yes,Sports events,Traditional music,Occasionally
MINNG0397,26-35,Male,11-20,Yes,A lot,Worsened,Significant,Always,A few,Very negative,Yes,Very important,A lot,Against,Rarely,No,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Family,A lot,Yes,Sports events,Traditional music,Occasionally
MINNG0398,26-35,Male,11-20,Yes,A lot,Worsened,Significant,Always,A few,Very negative,Yes,Very important,A lot,Against,Never,No,Personal experience,Totally compatible,Yes,Yes,No,Football,National team,Always,Family,A lot,Yes,Sports events,Traditional music,Occasionally
MINNG0399,26-35,Male,11-20,Yes,A lot,Worsened,Significant,Always,A few,Very negative,Yes,Very important,A lot,Against,Never,No,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Family,A lot,Yes,Sports events,Traditional music,Occasionally
MINNG0400,26-35,Male,11-20,Yes,A lot,Worsened,Significant,Always,A few,Very negative,Yes,Very important,A lot,Against,Never,No,Personal experience,Totally compatible,Yes,Yes,No,Football,National team,Always,Family,A lot,Yes,Sports events,Traditional music,Occasionally
MINNG0401,26-35,Male,11-20,Yes,A lot,Worsened,Significant,Always,A few,Very negative,Yes,Very important,A lot,Against,Never,No,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Friends,A lot,Yes,Sports events,Traditional music,Occasionally
MINNG0402,26-35,Male,11-20,Yes,A lot,Worsened,Significant,Always,A few,Very negative,Yes,Very important,A lot,Against,Never,No,Personal experience,Totally compatible,Yes,Yes,No,Football,National team,Always,Neighbours,A lot,Yes,Sports events,Traditional music,Occasionally
MINNG0403,26-35,Male,11-20,Yes,A lot,Worsened,Significant,Always,A few,Very negative,Yes,Very important,A lot,Against,Never,No,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,National team,Always,Neighbours,A lot,Yes,Sports events,Traditional music,Occasionally
MINNG0404,26-35,Male,11-20,Yes,A lot,Worsened,Significant,Always,A few,Very negative,Yes,Very important,A lot,Against,Never,No,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Neighbours,A lot,Yes,Sports events,Traditional music,Occasionally
MINNG0405,26-35,Male,11-20,Yes,A lot,Worsened,Significant,Always,A few,Very negative,Yes,Very important,A lot,Against,Never,No,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Neighbours,A lot,Yes,Sports events,Traditional music,Occasionally
MINNG0406,26-35,Male,11-20,Yes,A lot,Worsened,Significant,Always,Some,Very negative,Yes,Very important,A lot,Against,Never,No,Personal experience,Totally compatible,Yes,Maybe,No,Football,National team,Always,Neighbours,A lot,Yes,Sports events,Traditional music,Occasionally
MINNG0407,26-35,Male,11-20,Yes,A lot,Worsened,Significant,Always,Some,Very negative,Yes,Very important,A lot,Against,Never,No,Environmental impact,Totally compatible,Yes,Yes,No,Football,National team,Always,Neighbours,A lot,Yes,Sports events,Traditional music,Never
MINNG0408,26-35,Male,11-20,Yes,A lot,Worsened,Significant,Always,Some,Very negative,Yes,Very important,A lot,Against,Never,No,Personal experience,Totally compatible,Yes,Maybe,Yes,Football,National team,Always,Neighbours,A lot,Yes,Sports events,Traditional music,Never
MINNG0409,26-35,Male,11-20,Yes,A lot,Worsened,Significant,Always,Some,Very negative,Yes,Very important,A lot,Against,Never,No,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,National team,Always,Neighbours,A lot,Yes,Sports events,Traditional music,Never
MINNG0410,26-35,Male,11-20,Yes,A lot,Worsened,Significant,Always,Some,Very negative,Yes,Very important,A lot,Against,Never,No,Environmental impact,Totally compatible,Yes,Maybe,Yes,Football,National team,Always,Neighbours,A lot,Yes,Sports events,Traditional music,Never
MINNG0411,26-35,Male,11-20,Yes,A lot,Worsened,Significant,Always,Some,Very negative,Yes,Very important,A lot,Against,Never,No,Environmental impact,Totally compatible,Yes,Yes,Yes,Basketball,National team,Always,Neighbours,A lot,Yes,Sports events,Traditional music,Never
MINNG0412,26-35,Male,11-20,Yes,A lot,Worsened,Significant,Always,Some,Very negative,Yes,Very important,A lot,Against,Never,No,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,National team,Always,Family,A lot,Yes,Religious events,Traditional music,Rarely
MINNG0413,36-45,Male,11-20,Yes,A lot,Worsened,Significant,Always,Some,Very negative,Yes,Very important,A lot,Against,Never,No,Environmental impact,Totally compatible,Yes,Yes,Yes,Basketball,National team,Sometimes,Friends,A lot,Yes,Religious events,Traditional music,Rarely
MINNG0414,36-45,Male,11-20,Yes,A lot,Worsened,Significant,Always,Some,Very negative,Yes,Very important,A lot,Against,Never,Yes,Environmental impact,Totally compatible,Yes,Maybe,Yes,Basketball,National team,Always,Family,A lot,Yes,Religious events,Traditional music,Rarely
